iter	PRAUC	Logloss
91	0.9070335669	0.4171221028
92	0.9072957277	0.416680511
93	0.9074582201	0.4163269927
94	0.9076394419	0.4159344895
95	0.9077867394	0.4156615246
96	0.908082954	0.4150450384
97	0.9084549187	0.4143675442
98	0.9088125845	0.4136502547
99	0.909034657	0.4131461791
100	0.9091908234	0.4127714809
101	0.9093857865	0.4122788317
102	0.9095974125	0.4118042454
103	0.909958399	0.411109216
104	0.9102157312	0.4106197598
105	0.910371669	0.4103255409
106	0.9105509342	0.4099362739
107	0.910812182	0.4093622004
108	0.9110961252	0.4087470603
109	0.9112738392	0.4083273225
110	0.9114527672	0.4079329585
111	0.9114879274	0.4077693111
112	0.9116898394	0.4072526857
113	0.9118080753	0.4069354441
114	0.911937131	0.4064694462
115	0.9120707364	0.4061610825
116	0.9122988162	0.4057505734
117	0.9124611455	0.405428579
118	0.9125468608	0.4051972186
119	0.9126878825	0.4048447078
120	0.9129729198	0.4042479795
121	0.9131422771	0.4039113507
122	0.9134277705	0.403318326
123	0.9135337023	0.4030658324
124	0.9137506929	0.4026276038
125	0.9138406708	0.4024493699
126	0.9139789093	0.4021846982
127	0.9140883004	0.4019459103
128	0.9142212947	0.4016273016
129	0.914353781	0.4013188091
130	0.9144131801	0.4011574624
131	0.9146464823	0.4005910797
132	0.9147499984	0.4003415431
133	0.9148557908	0.4000333917
134	0.9149651616	0.3997987041
135	0.9151816516	0.3993330731
136	0.915320665	0.3990117736
137	0.9154917461	0.3986589861
138	0.9156012447	0.3983607628
139	0.9159527614	0.3976135962
140	0.9161594983	0.3971458637
141	0.9162701467	0.3968475213
142	0.9163694579	0.3965975587
143	0.9165095057	0.3962712548
144	0.9165868418	0.3961328058
145	0.9168135699	0.3956928393
146	0.9169047018	0.3955202459
147	0.9170431724	0.3952449983
148	0.9171079451	0.3950913194
149	0.917352231	0.394571477
150	0.917530422	0.3942090338
151	0.9175991126	0.3940287745
152	0.9177314219	0.3937509086
153	0.9178335305	0.3934292109
154	0.9179134328	0.3932700538
155	0.9180228051	0.3929992431
156	0.9180886135	0.3928671879
157	0.9181444272	0.392662597
158	0.9183401451	0.3922131499
159	0.9184417252	0.3919813139
160	0.9186385948	0.3915726655
161	0.9186942277	0.3914546722
162	0.9188099394	0.3911439647
163	0.9188827234	0.390921165
164	0.919036194	0.3905267963
165	0.9191096606	0.39026287
166	0.9193142364	0.3898577017
167	0.919608532	0.3892308922
168	0.9197060502	0.3889593985
169	0.9197935037	0.3887806328
170	0.9198571258	0.3885666856
171	0.9199168696	0.3883936877
172	0.9201028622	0.3880518101
173	0.9201849792	0.3878693686
174	0.9203427662	0.3875299113
175	0.9204123949	0.3873965887
176	0.9204581775	0.3872984838
177	0.9205337377	0.3871372376
178	0.920607301	0.3869623025
179	0.9206735601	0.3868163751
180	0.9207902707	0.3865733657
181	0.9208555719	0.3863842057
182	0.9209131797	0.3862710277
183	0.9210200979	0.3860758629
184	0.9211145447	0.3858795728
185	0.921206082	0.3857184755
186	0.9212738109	0.3855433655
187	0.9214274124	0.3851993419
188	0.921581581	0.384793454
189	0.9216236352	0.3846610763
190	0.9217464043	0.3843922342
191	0.9218363391	0.3841807782
192	0.9218920917	0.3840681969
193	0.9219741689	0.3838167243
194	0.9221228953	0.3834868163
195	0.922217948	0.3832700248
196	0.9223036566	0.3831044282
197	0.9224851165	0.382587428
198	0.9225318101	0.3824468834
199	0.9225621536	0.3823439104
200	0.922681573	0.382041465
201	0.9227657364	0.3818495663
202	0.9228882774	0.3816144093
203	0.9229568407	0.3814463609
204	0.9230191667	0.3812635661
205	0.9230424656	0.3811606895
206	0.9231134969	0.3809980423
207	0.9231826898	0.3808248906
208	0.9233340707	0.3804737274
209	0.9235345123	0.3800926531
210	0.9236488791	0.379798559
211	0.9237527715	0.379643271
212	0.9238755419	0.3793674835
213	0.923992514	0.3791397853
214	0.9241064234	0.3788662639
215	0.9242482355	0.3785638656
216	0.9243788921	0.3782795829
217	0.9244690767	0.3781168121
218	0.9245678306	0.3779053765
219	0.9246205844	0.3777453248
220	0.9246598016	0.3775576536
221	0.9248460399	0.3772313832
222	0.9250036048	0.3768887239
223	0.9251419305	0.3765784146
224	0.9251982391	0.3764134174
225	0.9252643354	0.376257382
226	0.9253308806	0.3761063758
227	0.9253941683	0.3759609749
228	0.9254468204	0.3758117582
229	0.9255226059	0.3756317694
230	0.9255893535	0.3754720781
231	0.9256816468	0.3752176223
232	0.9257799099	0.3749565395
233	0.9259499226	0.3746300235
234	0.9260611866	0.3743673566
235	0.926145946	0.3741554477
236	0.9261772605	0.3740838934
237	0.9263073449	0.3738406744
238	0.9264056011	0.3735749785
239	0.9265788123	0.3731470445
240	0.9267212012	0.3728509202
241	0.9268594366	0.3725677743
242	0.9269310098	0.3723988271
243	0.9270266691	0.3721930426
244	0.9271806383	0.3718515228
245	0.927234865	0.3717174074
246	0.9273270166	0.3715429366
247	0.9275810568	0.3709390378
248	0.9277362479	0.3705703305
249	0.9278370546	0.3703639767
250	0.9279404633	0.3701457577
251	0.9280424721	0.3699265174
252	0.9281505431	0.369693769
253	0.9283243513	0.3692864528
254	0.9284215096	0.3690722133
255	0.9285081266	0.3688515349
256	0.9287024153	0.3684484979
257	0.9288324154	0.3681622798
258	0.9288779886	0.3680277794
259	0.9290392039	0.3676219669
260	0.9291731568	0.367231977
261	0.9292984337	0.3669576246
262	0.9293773544	0.3667600842
263	0.9294685228	0.3665875929
264	0.9295415407	0.3664320071
265	0.9296589695	0.3661664532
266	0.9297721359	0.365923805
267	0.9299130378	0.3656286106
268	0.9299990274	0.3653779711
269	0.9300983417	0.3651240441
270	0.9301438958	0.3649683962
271	0.9302717833	0.364659122
272	0.9304992203	0.3640721701
273	0.9305888864	0.3638362538
274	0.9306998296	0.3635891087
275	0.9307984765	0.3633226876
276	0.9308842583	0.3630985286
277	0.9309865974	0.3628599276
278	0.931077122	0.3626648996
279	0.9311795936	0.3624469358
280	0.9313476392	0.362052237
281	0.9314605911	0.3618005199
282	0.9315767346	0.3614873362
283	0.9316471577	0.3613005228
284	0.9318091493	0.3609632347
285	0.9318793244	0.3607853635
286	0.9320204646	0.3604074484
287	0.9320977197	0.3602353818
288	0.9321823118	0.3599616069
289	0.9322722307	0.3597728983
290	0.9324003991	0.3594962116
291	0.9325704599	0.3590674805
292	0.9326568775	0.3588003595
293	0.932745871	0.3586138164
294	0.9328787148	0.35827948
295	0.9330362607	0.3578487014
296	0.9331054571	0.3576740444
297	0.9332382431	0.3574029764
298	0.9333554094	0.3571128886
299	0.9334525216	0.3568814998
300	0.9336058549	0.3565307823
301	0.9336734309	0.3563973589
302	0.9337853336	0.3561479758
303	0.9339916758	0.3556434877
304	0.9341142325	0.3553180211
305	0.9342470983	0.3550222057
306	0.9343577992	0.3547337067
307	0.9344432896	0.3544941308
308	0.9345738485	0.3541970388
309	0.9347531061	0.3537961552
310	0.9348738785	0.3535234353
311	0.9350574892	0.3530914657
312	0.9351916695	0.3528021723
313	0.9352954435	0.352595116
314	0.9354038694	0.3523272055
315	0.9354630497	0.3521912546
316	0.9357137176	0.3516744645
317	0.9358614051	0.3513430742
318	0.9359721123	0.3510011043
319	0.9360964968	0.3506754058
320	0.9361789394	0.3504704734
321	0.9362645013	0.3502831167
322	0.9363646095	0.3500642466
323	0.9364564871	0.3498285225
324	0.9365129381	0.3496795775
325	0.9366844241	0.349250631
326	0.936744262	0.3490724129
327	0.9368106469	0.348859883
328	0.9369290033	0.3485191626
329	0.937003658	0.3483175142
330	0.9371197904	0.3480319256
331	0.9371999926	0.3478585608
332	0.9373087691	0.3476062666
333	0.9373750647	0.3473848533
334	0.9374188641	0.3472194598
335	0.9375719793	0.3468462018
336	0.9376750255	0.346653316
337	0.9377999593	0.3463731052
338	0.9378867858	0.3461576872
339	0.9379803546	0.3458791027
340	0.9381177227	0.3455259618
341	0.9382021675	0.3453082661
342	0.9382955632	0.3450657651
343	0.9383751036	0.3448713952
344	0.9384969351	0.3445875142
345	0.9386039087	0.3443899605
346	0.9386585931	0.3442425245
347	0.9387709745	0.3439862887
348	0.9388594616	0.34379654
349	0.9389785182	0.3434998798
350	0.9390791181	0.3432418586
351	0.9391568913	0.343057928
352	0.9393410315	0.3425361356
353	0.9394122228	0.3423176184
354	0.939486672	0.3421208105
355	0.9395786646	0.3419246866
356	0.9396676333	0.341753601
357	0.9398116912	0.3413827801
358	0.939903848	0.3411531086
359	0.9400060921	0.340898875
360	0.9401179114	0.3406241475
361	0.9401795519	0.3404425546
362	0.9402472744	0.3402439707
363	0.9403164856	0.3400426348
364	0.9403918595	0.339882147
365	0.940475391	0.3396669565
366	0.9405602799	0.3394826341
367	0.9406541514	0.3392390842
368	0.9407326827	0.3390667359
369	0.9408113733	0.3388544591
370	0.9408727067	0.3386538986
371	0.9409783711	0.338412825
372	0.9410677941	0.3381715626
373	0.9411030467	0.3380654526
374	0.9412021013	0.3378865456
375	0.941294304	0.3376054371
376	0.94142804	0.3373330718
377	0.9415353466	0.3370266531
378	0.9416019051	0.336836148
379	0.9416629057	0.336655372
380	0.9417491849	0.3364266556
381	0.9418199695	0.3362409114
382	0.9419293655	0.3359757648
383	0.9419764147	0.335793705
384	0.9420907512	0.3354996141
385	0.9421503282	0.3353694074
386	0.9422091792	0.3352124717
387	0.9422816739	0.3350829888
388	0.9423691313	0.334867472
389	0.9424512218	0.3346675579
390	0.9425901048	0.334285712
391	0.9426874896	0.3340481961
392	0.942842156	0.3336405514
393	0.9429320285	0.3334047941
394	0.94301392	0.3331978674
395	0.9430755935	0.3330444495
396	0.9431633976	0.3328490329
397	0.9432468633	0.3326293856
398	0.9433340294	0.3324023115
399	0.9434347852	0.3321411936
400	0.9435037584	0.3319798845
401	0.9436824715	0.3314981674
402	0.9437450082	0.3312758306
403	0.9438024853	0.3311191067
404	0.9438973877	0.3308656019
405	0.943971443	0.3306213752
406	0.9440461487	0.3304272503
407	0.9440973907	0.3302952062
408	0.9441643729	0.3301131237
409	0.9442166399	0.329969754
410	0.9442778463	0.3297913876
411	0.9443317822	0.3296283466
412	0.9444095465	0.3294199053
413	0.9444556961	0.3292852825
414	0.9445054874	0.3291682287
415	0.9445901121	0.3289582084
416	0.9446703677	0.3287092274
417	0.9447528962	0.3285268461
418	0.9448957769	0.3281546965
419	0.9449758579	0.3279315462
420	0.9450678656	0.3276422874
421	0.9451279282	0.3275139326
422	0.9451686771	0.3273976117
423	0.9452365959	0.3272439367
424	0.945283503	0.3271122074
425	0.9453375895	0.3269962833
426	0.9453925682	0.3268441207
427	0.9454362485	0.326725042
428	0.9454868927	0.3265999922
429	0.9455078779	0.3265238089
430	0.9455820281	0.3263325546
431	0.945648605	0.3261728639
432	0.9457422191	0.3259156732
433	0.9458229659	0.3257803929
434	0.9458918147	0.3255919656
435	0.9459475743	0.3254533584
436	0.9459974522	0.3253345568
437	0.9460800164	0.3251372751
438	0.9461477505	0.3249409058
439	0.9462194968	0.3247281192
440	0.9463143813	0.3244779189
441	0.9463819259	0.324286938
442	0.9464294316	0.3241146976
443	0.9465228999	0.3239263745
444	0.9465542329	0.3237961847
445	0.9466397587	0.3235659874
446	0.9466893514	0.3234411673
447	0.9467854586	0.3232039145
448	0.9468684298	0.3229859883
449	0.9469257702	0.3228068962
450	0.9469831397	0.3226416272
451	0.9470475067	0.3224908762
452	0.9471135116	0.3223257147
453	0.9472047479	0.3220593587
454	0.9472567097	0.3219325012
455	0.9473370564	0.3217325041
456	0.9474305923	0.3214909779
457	0.9475129902	0.3212245249
458	0.9475510367	0.3211052039
459	0.9476107839	0.3209175533
460	0.9476944493	0.3206949072
461	0.9477542296	0.3205515282
462	0.9478322212	0.320332242
463	0.947879167	0.3201806482
464	0.9479524027	0.3200172966
465	0.9479882601	0.3199174336
466	0.9480658303	0.3197497873
467	0.948149503	0.3195184414
468	0.9481844589	0.3194064649
469	0.9483083849	0.3191014621
470	0.9483617145	0.3188822379
471	0.9484492705	0.3186231885
472	0.948511111	0.3184648029
473	0.9485727373	0.3182987439
474	0.9486863306	0.3179965596
475	0.9487737264	0.3177959912
476	0.9488444087	0.3176064385
477	0.948912589	0.3174046123
478	0.9489614823	0.3172864529
479	0.9490039176	0.3171870674
480	0.9490783774	0.3170256209
481	0.9491456526	0.3168365431
482	0.9492183013	0.316631626
483	0.9492684482	0.3164798508
484	0.9492865058	0.3163905703
485	0.9493447228	0.3162499979
486	0.9493812816	0.3161472617
487	0.9494277785	0.3160277842
488	0.9495185694	0.3157823557
489	0.9495726511	0.3156422421
490	0.9496127446	0.3155308088
491	0.9497054462	0.3153006098
492	0.9497777923	0.3151187144
493	0.9498579899	0.3148702356
494	0.9499700543	0.3145486388
495	0.9500093354	0.3144531705
496	0.9500492912	0.3143492975
497	0.950108863	0.3141979145
498	0.9501521016	0.314048249
499	0.9502116483	0.3139415964
500	0.9502689892	0.3137710875
501	0.9503101379	0.3136500699
502	0.9503618475	0.3134962756
503	0.9504368199	0.3133289222
504	0.9505169879	0.3130965256
505	0.9505833154	0.3129095901
506	0.9506201099	0.3127971149
507	0.9506832628	0.3126373394
508	0.9507242035	0.312544984
509	0.9507647636	0.3124369186
510	0.9508147923	0.3123060618
511	0.9508888077	0.3121076053
512	0.9509629977	0.3118651314
513	0.9510130729	0.3117400055
514	0.9510539305	0.3116168283
515	0.9511194291	0.311439234
516	0.9511976188	0.3112107728
517	0.9512824794	0.3109988442
518	0.9513494593	0.3108262364
519	0.9513896498	0.3107250423
520	0.9514443406	0.3105688638
521	0.951537226	0.3102340451
522	0.9515837953	0.3100432303
523	0.951630713	0.3098998689
524	0.9516895358	0.309727767
525	0.9517641697	0.3095747586
526	0.9518177901	0.3094667333
527	0.9518669228	0.3093380656
528	0.9518925754	0.3092547418
529	0.951943934	0.3090979246
530	0.9519537958	0.3090529971
531	0.9519932866	0.3089572761
532	0.95204002	0.3088200079
533	0.9521080285	0.3086298624
534	0.9521560266	0.3084725321
535	0.9522167996	0.3083153552
536	0.9522681953	0.3081556345
537	0.9523266831	0.3080309281
538	0.9523719059	0.3079146647
539	0.9524357529	0.3077364873
540	0.9524671799	0.3076167877
541	0.9525124633	0.3074543264
542	0.9525590723	0.3073360182
543	0.9525955513	0.3072035997
544	0.9526517316	0.3070119842
545	0.9527185629	0.3068367112
546	0.9527665429	0.3067056876
547	0.9528146731	0.3065404819
548	0.9528648297	0.306397815
549	0.9528903747	0.3063091979
550	0.9529250708	0.3062031919
551	0.9529668451	0.3061060195
552	0.953018147	0.3059703888
553	0.9530506784	0.3058709529
554	0.9530983669	0.3057185823
555	0.9531798241	0.3055775013
556	0.9532463432	0.3053693536
557	0.9533127956	0.3051823157
558	0.9533958348	0.3049295772
559	0.9534441265	0.304795267
560	0.9535134417	0.3045958251
561	0.95357067	0.3044593255
562	0.9536425298	0.3042486188
563	0.9536924779	0.304101409
564	0.9537478177	0.3039505692
565	0.9537944337	0.3038136557
566	0.9538245318	0.3037320424
567	0.953864004	0.3036167767
568	0.9539324759	0.3034113366
569	0.9539772064	0.3033048838
570	0.9540266672	0.3031718102
571	0.9540683137	0.3030484742
572	0.9540978478	0.3029348098
573	0.9541463166	0.3027973446
574	0.954187446	0.3026911641
575	0.9542326079	0.3025886568
576	0.9542900507	0.3024121594
577	0.9543166764	0.3023318081
578	0.9543769112	0.3021772775
579	0.9544412109	0.3019914343
580	0.9544957206	0.3018357401
581	0.9545300044	0.3017172333
582	0.9546015425	0.3015072414
583	0.95471579	0.3011327522
584	0.9547539908	0.3010506229
585	0.9548301063	0.3007948813
586	0.9549111689	0.3005585066
587	0.9549967895	0.3003362541
588	0.9550873491	0.2999763497
589	0.9551386583	0.2998812661
590	0.9552190832	0.2996361015
591	0.9552594699	0.2994796639
592	0.9552915622	0.2993695337
593	0.9553322524	0.2992350575
594	0.9553663127	0.2991530115
595	0.9554546517	0.2988885898
596	0.9554995828	0.2987937996
597	0.9555659021	0.2986168355
598	0.9556086511	0.2984914224
599	0.9556385486	0.2984088788
600	0.9556650805	0.2982873695
601	0.9557085008	0.2981616766
602	0.9557796514	0.297922721
603	0.9558316202	0.297781475
604	0.9558819301	0.2976300854
605	0.9559196405	0.2975244973
606	0.9559766289	0.2973628825
607	0.9560529979	0.297134569
608	0.9560975435	0.297002381
609	0.9561714988	0.2967826718
610	0.9562288759	0.2965998408
611	0.9562727949	0.2965014647
612	0.9563053588	0.2964079575
613	0.9563534826	0.2962673448
614	0.956381962	0.2961930349
615	0.9564016493	0.2961336462
616	0.9564277089	0.2960337419
617	0.9564809852	0.2958885849
618	0.9565368741	0.2957631344
619	0.9565753086	0.2956488044
620	0.9566033052	0.2955650785
621	0.9566402033	0.2954282944
622	0.9567054097	0.2952085135
623	0.9567722357	0.2950105192
624	0.9567996236	0.2948961474
625	0.9568336112	0.2948085312
626	0.956873104	0.2947031004
627	0.9569455146	0.2944827213
628	0.9569676213	0.2944062512
629	0.9570197311	0.2942999196
630	0.9570848063	0.2940989574
631	0.9571205336	0.2940237578
632	0.9571487677	0.2939270263
633	0.957201078	0.2937765502
634	0.9572911603	0.2935462511
635	0.9573514758	0.2933744935
636	0.9574095968	0.2931992645
637	0.9574669406	0.2930353374
638	0.9575117235	0.2928798555
639	0.9575745567	0.2926794038
640	0.9576259088	0.292568141
641	0.9576734342	0.2924273494
642	0.9577152754	0.2923192592
643	0.9577510028	0.2922117327
644	0.9577870552	0.2921074421
645	0.9578366683	0.2919619782
646	0.9578716495	0.2918547179
647	0.957923194	0.2917128182
648	0.9579754229	0.2915619444
649	0.9580206854	0.2914372202
650	0.9580538159	0.2913637537
651	0.9580866492	0.2912644965
652	0.9581464993	0.2910921343
653	0.9581706708	0.2910260464
654	0.9582092898	0.2909206934
655	0.9582472462	0.2907706447
656	0.9582728853	0.2906705812
657	0.9583029914	0.2905808604
658	0.9583650018	0.290386474
659	0.9584003221	0.2902845498
660	0.9584286798	0.2901930912
661	0.9584541579	0.2900807485
662	0.9585061144	0.2899163419
663	0.9585622349	0.2897487861
664	0.9585925583	0.2896451659
665	0.9586539806	0.2894401765
666	0.9587107632	0.2893078662
667	0.9587470482	0.2892145272
668	0.9587870935	0.2890846831
669	0.9588277119	0.2889542076
670	0.9588607706	0.2888412955
671	0.9589052233	0.2886922839
672	0.9589476733	0.2885855994
673	0.9589747648	0.2884886565
674	0.9590183131	0.2883638239
675	0.9590559661	0.288267726
676	0.9590994407	0.2881621173
677	0.9591443497	0.2880115301
678	0.9591931977	0.2878521201
679	0.9592359927	0.2877122135
680	0.959286591	0.2875839389
681	0.959350044	0.2873639131
682	0.9593931105	0.2872083309
683	0.9594160486	0.2871131011
684	0.959449134	0.2870017061
685	0.959503702	0.2868629521
686	0.9595478968	0.2867243261
687	0.9595932445	0.2865787516
688	0.9596384188	0.2864458671
689	0.9596836204	0.2863029552
690	0.9597180289	0.2862104847
691	0.959753697	0.2860824022
692	0.9598025013	0.2859679396
693	0.9598329255	0.2858891753
694	0.9598693957	0.2857858971
695	0.9599361296	0.2855638249
696	0.9599711494	0.2854451915
697	0.9600079182	0.2853386856
698	0.960041948	0.2852423293
699	0.960062492	0.2851755398
700	0.9600795924	0.2851009581
701	0.9601282883	0.2849368585
702	0.9601870572	0.2847821113
703	0.9602271863	0.2846412739
704	0.9602568864	0.2845561771
705	0.9602854453	0.2844331515
706	0.9603164574	0.2843309795
707	0.9603763005	0.2841156996
708	0.960400445	0.284050108
709	0.9604454711	0.2839459426
710	0.9604879213	0.2838225331
711	0.9605273034	0.28366632
712	0.9605608313	0.2835586447
713	0.9606027098	0.2834289329
714	0.960653441	0.2832672786
715	0.960703511	0.283109966
716	0.9607362932	0.2830173902
717	0.9607647769	0.2829214928
718	0.9607811421	0.2828714287
719	0.9608154924	0.2827709271
720	0.9608303562	0.2827171673
721	0.9608521732	0.2826535626
722	0.9609190834	0.2824329744
723	0.9609612445	0.2823292448
724	0.9609884622	0.2822529962
725	0.9610336518	0.2821453353
726	0.9610705237	0.2820211766
727	0.9610991046	0.2819480011
728	0.9611299835	0.2818596278
729	0.9611673004	0.2817003096
730	0.9612086584	0.2815671973
731	0.9612377968	0.2814709108
732	0.9612649666	0.2813862534
733	0.9613020576	0.281266139
734	0.9613433007	0.2811710124
735	0.961413383	0.2809154975
736	0.9614452457	0.2807909912
737	0.9615008499	0.2806028967
738	0.961567909	0.2804447137
739	0.9616090036	0.2803242735
740	0.9616719947	0.2801128415
741	0.9617241776	0.2799464617
742	0.9617625482	0.2798494132
743	0.9618107603	0.2797028984
744	0.961861979	0.2795456558
745	0.9619093363	0.2794107913
746	0.9619557433	0.2792388972
747	0.96199136	0.2791325285
748	0.9620160503	0.2790331175
749	0.9620466101	0.2789369828
750	0.9620820425	0.2788476434
751	0.9621056623	0.2787563554
752	0.9621327323	0.2786805486
753	0.962193097	0.2785016411
754	0.9622347996	0.2783685948
755	0.9622900914	0.278170422
756	0.9623277679	0.2780610614
757	0.9623702991	0.2779050999
758	0.9624015428	0.2777983769
759	0.9624222734	0.2777184023
760	0.9624615307	0.2776217869
761	0.9625125917	0.2774518821
762	0.9625569769	0.277327602
763	0.9625827877	0.2772534343
764	0.9626081396	0.2771783006
765	0.9626347743	0.2770851345
766	0.9626714079	0.2769460978
767	0.9626962048	0.2768778536
768	0.9627222637	0.2768126105
769	0.9627745506	0.276655217
770	0.9628135229	0.2765384154
771	0.962838806	0.2764496569
772	0.9628568389	0.2764042184
773	0.9628946837	0.2762832442
774	0.962926673	0.2761791517
775	0.9630075457	0.2758787766
776	0.963056476	0.2757030254
777	0.9630826083	0.2756225272
778	0.9631166369	0.2755087282
779	0.9631745496	0.2753149321
780	0.9632211579	0.2751521411
781	0.9632651196	0.2750075692
782	0.9633123094	0.2748403923
783	0.9633383545	0.2747700612
784	0.9633881894	0.2745984318
785	0.9634378756	0.2744579205
786	0.9634780349	0.2743338871
787	0.9634977212	0.274249619
788	0.9635409923	0.2740958928
789	0.963573348	0.2740013239
790	0.9636121623	0.2739049169
791	0.9636409555	0.2738267248
792	0.9636742783	0.2737365498
793	0.9636943811	0.2736471233
794	0.963723966	0.27356457
795	0.9637637065	0.2734023845
796	0.9637862551	0.273333316
797	0.9638231372	0.2731991988
798	0.9638443308	0.2731273314
799	0.9638806148	0.27305878
800	0.9638980511	0.2729938986
801	0.9639221291	0.2728861611
802	0.9639539214	0.272777594
803	0.9639940119	0.2726781975
804	0.9640292334	0.272600779
805	0.9640739503	0.2724771267
806	0.9641093447	0.2723757432
807	0.9641275218	0.2723064231
808	0.9641577872	0.2722206629
809	0.9641883987	0.2721006673
810	0.9642142111	0.2720310433
811	0.9642508183	0.2718987506
812	0.9642751192	0.2717776705
813	0.9643062339	0.2716811734
814	0.9643347403	0.2715465038
815	0.9643641354	0.2714405792
816	0.9643903864	0.2713660299
817	0.9644125856	0.271278757
818	0.9644490047	0.2711882062
819	0.9644921631	0.2710367383
820	0.9645099061	0.2709765645
821	0.9645333038	0.2709015636
822	0.9645476334	0.2708600975
823	0.9645842445	0.2707460299
824	0.964599908	0.2706594217
825	0.9646345449	0.2705486384
826	0.9646680794	0.2704369232
827	0.9647025981	0.2703144512
828	0.9647422674	0.270229677
829	0.9647636742	0.2701529437
830	0.9647855556	0.2700964645
831	0.9648204207	0.2699680918
832	0.9648451884	0.2698753721
833	0.9648642078	0.2697742107
834	0.9648803721	0.2696699285
835	0.9648924177	0.269636611
836	0.9649228382	0.2695483346
837	0.9649534345	0.2694562659
838	0.9649716788	0.26937838
839	0.9650011169	0.2692358435
840	0.9650251111	0.2691644247
841	0.9650600679	0.2689810247
842	0.9650921823	0.268877177
843	0.9651204734	0.2687901848
844	0.9651503926	0.2686636878
845	0.9651745087	0.268595696
846	0.9652007819	0.2685051146
847	0.9652399727	0.2683672174
848	0.9652737552	0.2682689568
849	0.9653087242	0.268168623
850	0.9653359476	0.2680892267
851	0.9653716595	0.2679625624
852	0.9653924627	0.2679259202
853	0.9654182885	0.2678402773
854	0.965456611	0.2677248904
855	0.9654967385	0.2675748739
856	0.9655201572	0.2674790308
857	0.9655572927	0.2673654791
858	0.9655921908	0.2672564423
859	0.9656235181	0.2671503013
860	0.9656545084	0.2670609299
861	0.9656904131	0.2669572119
862	0.9657180083	0.2668440406
863	0.9657431617	0.2667220121
864	0.9657792876	0.266615414
865	0.9658074306	0.2665286238
866	0.9658339463	0.2664483121
867	0.965865817	0.2663689116
868	0.9658950841	0.2662763462
869	0.9659102507	0.2661892465
870	0.9659631892	0.2660425094
871	0.9660057046	0.2659210561
872	0.9660364261	0.265812677
873	0.9660481683	0.2657572021
874	0.9660691009	0.2656740935
875	0.966095472	0.2656091166
876	0.9661324923	0.2654558055
877	0.9661618363	0.2653671446
878	0.966178776	0.2653151492
879	0.9662025149	0.2652309668
880	0.9662312178	0.2651498466
881	0.9662413964	0.2651076296
882	0.9662616795	0.2650340443
